0.06256699562072754;1;TIN;AFRICA
0.04563093185424805;1;TIN;AMERICA
0.04509091377258301;1;TIN;ASIA
0.04439520835876465;1;TIN;EUROPE
0.04536104202270508;1;TIN;MIDDLE EAST
0.04523181915283203;1;NICKEL;AFRICA
0.04607677459716797;1;NICKEL;AMERICA
0.04490303993225098;1;NICKEL;ASIA
0.045678138732910156;1;NICKEL;EUROPE
0.04544496536254883;1;NICKEL;MIDDLE EAST
0.04524588584899902;1;BRASS;AFRICA
0.045523881912231445;1;BRASS;AMERICA
0.04711604118347168;1;BRASS;ASIA
0.04516005516052246;1;BRASS;EUROPE
0.046653032302856445;1;BRASS;MIDDLE EAST
0.04407668113708496;1;STEEL;AFRICA
0.04599499702453613;1;STEEL;AMERICA
0.04529309272766113;1;STEEL;ASIA
0.04500913619995117;1;STEEL;EUROPE
0.04561305046081543;1;STEEL;MIDDLE EAST
0.04495596885681152;1;COPPER;AFRICA
0.04548978805541992;1;COPPER;AMERICA
0.04452395439147949;1;COPPER;ASIA
0.04625988006591797;1;COPPER;EUROPE
0.04734992980957031;1;COPPER;MIDDLE EAST
0.04476475715637207;2;TIN;AFRICA
0.0458979606628418;2;TIN;AMERICA
0.045892953872680664;2;TIN;ASIA
0.04468035697937012;2;TIN;EUROPE
0.04519224166870117;2;TIN;MIDDLE EAST
0.04616808891296387;2;NICKEL;AFRICA
0.04585862159729004;2;NICKEL;AMERICA
0.04508614540100098;2;NICKEL;ASIA
0.045356035232543945;2;NICKEL;EUROPE
0.044914960861206055;2;NICKEL;MIDDLE EAST
0.04605293273925781;2;BRASS;AFRICA
0.0478672981262207;2;BRASS;AMERICA
0.04621529579162598;2;BRASS;ASIA
0.04633760452270508;2;BRASS;EUROPE
0.04726886749267578;2;BRASS;MIDDLE EAST
0.047675132751464844;2;STEEL;AFRICA
0.04611086845397949;2;STEEL;AMERICA
0.04530596733093262;2;STEEL;ASIA
0.04613995552062988;2;STEEL;EUROPE
0.045877933502197266;2;STEEL;MIDDLE EAST
0.045942068099975586;2;COPPER;AFRICA
0.04597616195678711;2;COPPER;AMERICA
0.046133995056152344;2;COPPER;ASIA
0.04590606689453125;2;COPPER;EUROPE
0.04542994499206543;2;COPPER;MIDDLE EAST
0.04621100425720215;3;TIN;AFRICA
0.04656195640563965;3;TIN;AMERICA
0.04622697830200195;3;TIN;ASIA
0.04580879211425781;3;TIN;EUROPE
0.046525001525878906;3;TIN;MIDDLE EAST
0.045851945877075195;3;NICKEL;AFRICA
0.04532313346862793;3;NICKEL;AMERICA
0.04570889472961426;3;NICKEL;ASIA
0.0460658073425293;3;NICKEL;EUROPE
0.04565072059631348;3;NICKEL;MIDDLE EAST
0.04593467712402344;3;BRASS;AFRICA
0.047241926193237305;3;BRASS;AMERICA
0.045381784439086914;3;BRASS;ASIA
0.04716610908508301;3;BRASS;EUROPE
0.044995784759521484;3;BRASS;MIDDLE EAST
0.0456387996673584;3;STEEL;AFRICA
0.046072959899902344;3;STEEL;AMERICA
0.04693102836608887;3;STEEL;ASIA
0.04567909240722656;3;STEEL;EUROPE
0.047203779220581055;3;STEEL;MIDDLE EAST
0.04654192924499512;3;COPPER;AFRICA
0.04550814628601074;3;COPPER;AMERICA
0.04663991928100586;3;COPPER;ASIA
0.046317100524902344;3;COPPER;EUROPE
0.0467987060546875;3;COPPER;MIDDLE EAST
0.04586911201477051;4;TIN;AFRICA
0.046545982360839844;4;TIN;AMERICA
0.04616713523864746;4;TIN;ASIA
0.046510934829711914;4;TIN;EUROPE
0.04480314254760742;4;TIN;MIDDLE EAST
0.04710865020751953;4;NICKEL;AFRICA
