0.03249001502990723;0;ALGERIA;0
0.027066946029663086;1;ARGENTINA;1
0.02710103988647461;2;BRAZIL;1
0.02667403221130371;3;CANADA;1
0.027746915817260742;4;EGYPT;4
0.027534961700439453;5;ETHIOPIA;0
0.027390003204345703;6;FRANCE;3
0.026379823684692383;7;GERMANY;3
0.026035070419311523;8;INDIA;2
0.026900053024291992;9;INDONESIA;2
0.02759075164794922;10;IRAN;4
0.026183128356933594;11;IRAQ;4
0.025897979736328125;12;JAPAN;2
0.027306079864501953;13;JORDAN;4
0.026231050491333008;14;KENYA;0
0.02629709243774414;15;MOROCCO;0
0.026975154876708984;16;MOZAMBIQUE;0
0.026610136032104492;17;PERU;1
0.026260852813720703;18;CHINA;2
0.02598404884338379;19;ROMANIA;3
0.02772212028503418;20;SAUDI ARABIA;4
0.027332782745361328;21;VIETNAM;2
0.028187990188598633;22;RUSSIA;3
0.02915787696838379;23;UNITED KINGDOM;3
0.029055118560791016;24;UNITED STATES;1
