0.12088918685913086;1993-01-01;1
0.11672115325927734;1993-02-01;2
0.12406682968139648;1993-03-01;3
0.11784124374389648;1993-04-01;4
0.11621809005737305;1993-05-01;5
0.11348104476928711;1993-06-01;6
0.12117695808410645;1993-07-01;7
0.12685108184814453;1993-08-01;8
0.13253211975097656;1993-09-01;9
0.13724493980407715;1993-10-01;10
0.13486409187316895;1993-11-01;11
0.13338375091552734;1993-12-01;12
0.13072896003723145;1994-01-01;13
0.17343401908874512;1994-02-01;14
0.14333105087280273;1994-03-01;15
0.12558698654174805;1994-04-01;16
0.12327694892883301;1994-05-01;17
0.12774300575256348;1994-06-01;18
0.12462306022644043;1994-07-01;19
0.12640619277954102;1994-08-01;20
0.12299180030822754;1994-09-01;21
0.1364889144897461;1994-10-01;22
0.12356996536254883;1994-11-01;23
0.11604595184326172;1994-12-01;24
0.1223909854888916;1995-01-01;25
0.12374496459960938;1995-02-01;26
0.1217660903930664;1995-03-01;27
0.12067413330078125;1995-04-01;28
0.12007808685302734;1995-05-01;29
0.11896920204162598;1995-06-01;30
0.12046694755554199;1995-07-01;31
0.11652207374572754;1995-08-01;32
0.11658596992492676;1995-09-01;33
0.11402082443237305;1995-10-01;34
0.11939787864685059;1995-11-01;35
0.11860918998718262;1995-12-01;36
0.11537408828735352;1996-01-01;37
0.12219119071960449;1996-02-01;38
0.1148679256439209;1996-03-01;39
0.11525583267211914;1996-04-01;40
0.1197977066040039;1996-05-01;41
0.1271507740020752;1996-06-01;42
0.13402009010314941;1996-07-01;43
0.1201620101928711;1996-08-01;44
0.12428689002990723;1996-09-01;45
0.12517714500427246;1996-10-01;46
0.12017393112182617;1996-11-01;47
0.12169504165649414;1996-12-01;48
0.11529397964477539;1997-01-01;49
0.11265206336975098;1997-02-01;50
0.11761617660522461;1997-03-01;51
0.11902523040771484;1997-04-01;52
0.12265992164611816;1997-05-01;53
0.12922978401184082;1997-06-01;54
0.12254786491394043;1997-07-01;55
0.11511397361755371;1997-08-01;56
0.1111760139465332;1997-09-01;57
0.11349678039550781;1997-10-01;58
