0.004850149154663086;(0, 'ALGERIA', 0);(0, 'AFRICA');TIN
0.003677845001220703;(0, 'ALGERIA', 0);(0, 'AFRICA');NICKEL
0.003112316131591797;(0, 'ALGERIA', 0);(0, 'AFRICA');BRASS
0.004130840301513672;(0, 'ALGERIA', 0);(0, 'AFRICA');STEEL
0.003705263137817383;(0, 'ALGERIA', 0);(0, 'AFRICA');COPPER
0.0034189224243164062;(1, 'ARGENTINA', 1);(1, 'AMERICA');TIN
0.0037469863891601562;(1, 'ARGENTINA', 1);(1, 'AMERICA');NICKEL
0.0031728744506835938;(1, 'ARGENTINA', 1);(1, 'AMERICA');BRASS
0.0038280487060546875;(1, 'ARGENTINA', 1);(1, 'AMERICA');STEEL
0.003470182418823242;(1, 'ARGENTINA', 1);(1, 'AMERICA');COPPER
0.0035059452056884766;(2, 'BRAZIL', 1);(1, 'AMERICA');TIN
0.004060029983520508;(2, 'BRAZIL', 1);(1, 'AMERICA');NICKEL
0.003503084182739258;(2, 'BRAZIL', 1);(1, 'AMERICA');BRASS
0.0035860538482666016;(2, 'BRAZIL', 1);(1, 'AMERICA');STEEL
0.003660917282104492;(2, 'BRAZIL', 1);(1, 'AMERICA');COPPER
0.0032880306243896484;(3, 'CANADA', 1);(1, 'AMERICA');TIN
0.004013776779174805;(3, 'CANADA', 1);(1, 'AMERICA');NICKEL
0.0036411285400390625;(3, 'CANADA', 1);(1, 'AMERICA');BRASS
0.00402522087097168;(3, 'CANADA', 1);(1, 'AMERICA');STEEL
0.0034759044647216797;(3, 'CANADA', 1);(1, 'AMERICA');COPPER
0.004210948944091797;(4, 'EGYPT', 4);(4, 'MIDDLE EAST');TIN
0.003975868225097656;(4, 'EGYPT', 4);(4, 'MIDDLE EAST');NICKEL
0.003565073013305664;(4, 'EGYPT', 4);(4, 'MIDDLE EAST');BRASS
0.003103017807006836;(4, 'EGYPT', 4);(4, 'MIDDLE EAST');STEEL
0.003355741500854492;(4, 'EGYPT', 4);(4, 'MIDDLE EAST');COPPER
0.003280162811279297;(5, 'ETHIOPIA', 0);(0, 'AFRICA');TIN
0.0040988922119140625;(5, 'ETHIOPIA', 0);(0, 'AFRICA');NICKEL
0.0037102699279785156;(5, 'ETHIOPIA', 0);(0, 'AFRICA');BRASS
0.0037491321563720703;(5, 'ETHIOPIA', 0);(0, 'AFRICA');STEEL
0.0034286975860595703;(5, 'ETHIOPIA', 0);(0, 'AFRICA');COPPER
0.00391697883605957;(6, 'FRANCE', 3);(3, 'EUROPE');TIN
