0.15748023986816406;1993-01-01
0.1107792854309082;1993-02-01
0.11253619194030762;1993-03-01
0.11492204666137695;1993-04-01
0.11847615242004395;1993-05-01
0.12365126609802246;1993-06-01
0.12863588333129883;1993-07-01
0.12264180183410645;1993-08-01
0.12205171585083008;1993-09-01
0.1262972354888916;1993-10-01
0.1312241554260254;1993-11-01
0.1358809471130371;1993-12-01
0.1336989402770996;1994-01-01
0.13274598121643066;1994-02-01
0.1437389850616455;1994-03-01
0.1270599365234375;1994-04-01
0.12552905082702637;1994-05-01
0.12007403373718262;1994-06-01
0.11835122108459473;1994-07-01
0.11480498313903809;1994-08-01
0.1159522533416748;1994-09-01
0.12361764907836914;1994-10-01
0.12183117866516113;1994-11-01
0.11917829513549805;1994-12-01
0.12639522552490234;1995-01-01
0.11977910995483398;1995-02-01
0.11985516548156738;1995-03-01
0.11876988410949707;1995-04-01
0.12251996994018555;1995-05-01
0.12482500076293945;1995-06-01
0.11972713470458984;1995-07-01
0.11862897872924805;1995-08-01
0.11432194709777832;1995-09-01
0.11492800712585449;1995-10-01
0.11537003517150879;1995-11-01
0.11559033393859863;1995-12-01
0.12027311325073242;1996-01-01
0.11774897575378418;1996-02-01
0.11806011199951172;1996-03-01
0.11730003356933594;1996-04-01
0.11410284042358398;1996-05-01
0.11424875259399414;1996-06-01
0.1162109375;1996-07-01
0.11438775062561035;1996-08-01
0.11253666877746582;1996-09-01
0.11530017852783203;1996-10-01
0.11397004127502441;1996-11-01
0.11166906356811523;1996-12-01
0.11234116554260254;1997-01-01
0.11192202568054199;1997-02-01
0.11320781707763672;1997-03-01
0.11307716369628906;1997-04-01
0.11362004280090332;1997-05-01
0.11220788955688477;1997-06-01
0.11081910133361816;1997-07-01
0.11239075660705566;1997-08-01
0.11178183555603027;1997-09-01
0.11323118209838867;1997-10-01
