0.0018229484558105469;('BRAND#11', ('SM', 'CASE'))
0.0015997886657714844;('BRAND#11', ('SM', 'BOX'))
0.0013539791107177734;('BRAND#11', ('SM', 'BAG'))
0.0012259483337402344;('BRAND#11', ('SM', 'JAR'))
0.0013089179992675781;('BRAND#11', ('SM', 'PKG'))
0.0012998580932617188;('BRAND#11', ('SM', 'PACK'))
0.0015859603881835938;('BRAND#11', ('SM', 'CAN'))
0.0011830329895019531;('BRAND#11', ('SM', 'DRUM'))
0.0012128353118896484;('BRAND#11', ('LG', 'CASE'))
0.001247406005859375;('BRAND#11', ('LG', 'BOX'))
0.001287221908569336;('BRAND#11', ('LG', 'BAG'))
0.0010979175567626953;('BRAND#11', ('LG', 'JAR'))
0.0011489391326904297;('BRAND#11', ('LG', 'PKG'))
0.001341104507446289;('BRAND#11', ('LG', 'PACK'))
0.0012967586517333984;('BRAND#11', ('LG', 'CAN'))
0.0012319087982177734;('BRAND#11', ('LG', 'DRUM'))
0.0012831687927246094;('BRAND#11', ('MED', 'CASE'))
0.0012629032135009766;('BRAND#11', ('MED', 'BOX'))
0.0012340545654296875;('BRAND#11', ('MED', 'BAG'))
0.0012698173522949219;('BRAND#11', ('MED', 'JAR'))
0.0012469291687011719;('BRAND#11', ('MED', 'PKG'))
0.0011582374572753906;('BRAND#11', ('MED', 'PACK'))
0.0012950897216796875;('BRAND#11', ('MED', 'CAN'))
0.0012860298156738281;('BRAND#11', ('MED', 'DRUM'))
0.0011849403381347656;('BRAND#11', ('JUMBO', 'CASE'))
0.0012409687042236328;('BRAND#11', ('JUMBO', 'BOX'))
0.0012989044189453125;('BRAND#11', ('JUMBO', 'BAG'))
0.001264810562133789;('BRAND#11', ('JUMBO', 'JAR'))
0.0012409687042236328;('BRAND#11', ('JUMBO', 'PKG'))
0.0012059211730957031;('BRAND#11', ('JUMBO', 'PACK'))
0.0011529922485351562;('BRAND#11', ('JUMBO', 'CAN'))
0.0012469291687011719;('BRAND#11', ('JUMBO', 'DRUM'))
0.0011148452758789062;('BRAND#11', ('WRAP', 'CASE'))
0.0015959739685058594;('BRAND#11', ('WRAP', 'BOX'))
0.001455068588256836;('BRAND#11', ('WRAP', 'BAG'))
0.0011630058288574219;('BRAND#11', ('WRAP', 'JAR'))
0.0011391639709472656;('BRAND#11', ('WRAP', 'PKG'))
0.001146078109741211;('BRAND#11', ('WRAP', 'PACK'))
0.0012340545654296875;('BRAND#11', ('WRAP', 'CAN'))
0.0011107921600341797;('BRAND#11', ('WRAP', 'DRUM'))
0.0011401176452636719;('BRAND#22', ('SM', 'CASE'))
0.001271963119506836;('BRAND#22', ('SM', 'BOX'))
0.0012958049774169922;('BRAND#22', ('SM', 'BAG'))
0.001154184341430664;('BRAND#22', ('SM', 'JAR'))
0.0011057853698730469;('BRAND#22', ('SM', 'PKG'))
0.0010769367218017578;('BRAND#22', ('SM', 'PACK'))
0.0011513233184814453;('BRAND#22', ('SM', 'CAN'))
0.0011439323425292969;('BRAND#22', ('SM', 'DRUM'))
0.0011861324310302734;('BRAND#22', ('LG', 'CASE'))
0.0013861656188964844;('BRAND#22', ('LG', 'BOX'))
0.0012669563293457031;('BRAND#22', ('LG', 'BAG'))
0.0012688636779785156;('BRAND#22', ('LG', 'JAR'))
0.0011439323425292969;('BRAND#22', ('LG', 'PKG'))
0.0012428760528564453;('BRAND#22', ('LG', 'PACK'))
0.0011129379272460938;('BRAND#22', ('LG', 'CAN'))
0.001132965087890625;('BRAND#22', ('LG', 'DRUM'))
0.0011777877807617188;('BRAND#22', ('MED', 'CASE'))
0.0011620521545410156;('BRAND#22', ('MED', 'BOX'))
0.0012068748474121094;('BRAND#22', ('MED', 'BAG'))
0.0011749267578125;('BRAND#22', ('MED', 'JAR'))
0.0012850761413574219;('BRAND#22', ('MED', 'PKG'))
0.0011911392211914062;('BRAND#22', ('MED', 'PACK'))
0.0011467933654785156;('BRAND#22', ('MED', 'CAN'))
0.0012977123260498047;('BRAND#22', ('MED', 'DRUM'))
0.0015769004821777344;('BRAND#22', ('JUMBO', 'CASE'))
0.0011458396911621094;('BRAND#22', ('JUMBO', 'BOX'))
0.001241922378540039;('BRAND#22', ('JUMBO', 'BAG'))
0.0012989044189453125;('BRAND#22', ('JUMBO', 'JAR'))
0.0015099048614501953;('BRAND#22', ('JUMBO', 'PKG'))
0.0012159347534179688;('BRAND#22', ('JUMBO', 'PACK'))
0.0011949539184570312;('BRAND#22', ('JUMBO', 'CAN'))
0.0012769699096679688;('BRAND#22', ('JUMBO', 'DRUM'))
0.00127410888671875;('BRAND#22', ('WRAP', 'CASE'))
0.0012209415435791016;('BRAND#22', ('WRAP', 'BOX'))
0.0012378692626953125;('BRAND#22', ('WRAP', 'BAG'))
0.001210927963256836;('BRAND#22', ('WRAP', 'JAR'))
0.0011348724365234375;('BRAND#22', ('WRAP', 'PKG'))
0.0011720657348632812;('BRAND#22', ('WRAP', 'PACK'))
0.0012969970703125;('BRAND#22', ('WRAP', 'CAN'))
0.0012557506561279297;('BRAND#22', ('WRAP', 'DRUM'))
0.0012969970703125;('BRAND#33', ('SM', 'CASE'))
0.0014300346374511719;('BRAND#33', ('SM', 'BOX'))
0.0015189647674560547;('BRAND#33', ('SM', 'BAG'))
0.0013246536254882812;('BRAND#33', ('SM', 'JAR'))
0.001619100570678711;('BRAND#33', ('SM', 'PKG'))
0.001222848892211914;('BRAND#33', ('SM', 'PACK'))
0.0011210441589355469;('BRAND#33', ('SM', 'CAN'))
0.0012590885162353516;('BRAND#33', ('SM', 'DRUM'))
0.0011241436004638672;('BRAND#33', ('LG', 'CASE'))
0.001210927963256836;('BRAND#33', ('LG', 'BOX'))
0.0012369155883789062;('BRAND#33', ('LG', 'BAG'))
0.00127410888671875;('BRAND#33', ('LG', 'JAR'))
0.0013568401336669922;('BRAND#33', ('LG', 'PKG'))
0.0013141632080078125;('BRAND#33', ('LG', 'PACK'))
0.0012707710266113281;('BRAND#33', ('LG', 'CAN'))
0.001199960708618164;('BRAND#33', ('LG', 'DRUM'))
0.0011491775512695312;('BRAND#33', ('MED', 'CASE'))
0.001190185546875;('BRAND#33', ('MED', 'BOX'))
0.0010685920715332031;('BRAND#33', ('MED', 'BAG'))
