0.26630687713623047;1993-02-01
0.23212289810180664;1993-03-01
0.2308042049407959;1993-04-01
0.23862099647521973;1993-05-01
0.2342088222503662;1993-06-01
0.23265600204467773;1993-07-01
0.2314920425415039;1993-08-01
0.2316138744354248;1993-09-01
0.2503550052642822;1993-10-01
0.2429490089416504;1993-11-01
0.24034500122070312;1993-12-01
0.24751901626586914;1994-01-01
0.24112701416015625;1994-02-01
0.23169898986816406;1994-03-01
0.2335522174835205;1994-04-01
0.23459410667419434;1994-05-01
0.237684965133667;1994-06-01
0.24889779090881348;1994-07-01
0.2448267936706543;1994-08-01
0.2549259662628174;1994-09-01
0.2577548027038574;1994-10-01
0.24814200401306152;1994-11-01
0.24977493286132812;1994-12-01
0.2422327995300293;1995-01-01
