3.10292387008667;(0, 'AFRICA');1993-01-01
2.69396710395813;(0, 'AFRICA');1994-01-01
2.0445239543914795;(0, 'AFRICA');1995-01-01
2.0255250930786133;(0, 'AFRICA');1996-01-01
2.278904914855957;(0, 'AFRICA');1997-01-01
2.212290048599243;(1, 'AMERICA');1993-01-01
2.5679521560668945;(1, 'AMERICA');1994-01-01
2.6645753383636475;(1, 'AMERICA');1995-01-01
2.8120851516723633;(1, 'AMERICA');1996-01-01
2.6059420108795166;(1, 'AMERICA');1997-01-01
2.055385112762451;(2, 'ASIA');1993-01-01
2.223245143890381;(2, 'ASIA');1994-01-01
2.7343311309814453;(2, 'ASIA');1995-01-01
2.7626869678497314;(2, 'ASIA');1996-01-01
2.4580512046813965;(2, 'ASIA');1997-01-01
2.2843430042266846;(3, 'EUROPE');1993-01-01
2.411444902420044;(3, 'EUROPE');1994-01-01
2.115072011947632;(3, 'EUROPE');1995-01-01
2.328747034072876;(3, 'EUROPE');1996-01-01
2.2307980060577393;(3, 'EUROPE');1997-01-01
2.2736687660217285;(4, 'MIDDLE EAST');1993-01-01
2.4468860626220703;(4, 'MIDDLE EAST');1994-01-01
2.6688232421875;(4, 'MIDDLE EAST');1995-01-01
2.4782350063323975;(4, 'MIDDLE EAST');1996-01-01
2.5005760192871094;(4, 'MIDDLE EAST');1997-01-01
