2.554993152618408;1993-01-01
1.35416579246521;1993-02-01
1.2325172424316406;1993-03-01
1.2188830375671387;1993-04-01
1.22676682472229;1993-05-01
1.2765119075775146;1993-06-01
1.2258048057556152;1993-07-01
1.2745552062988281;1993-08-01
1.2458469867706299;1993-09-01
1.2396249771118164;1993-10-01
1.2617361545562744;1993-11-01
1.2206001281738281;1993-12-01
1.2172479629516602;1994-01-01
1.218229055404663;1994-02-01
1.24006986618042;1994-03-01
1.2366211414337158;1994-04-01
1.2420942783355713;1994-05-01
1.2967238426208496;1994-06-01
1.2411079406738281;1994-07-01
1.2484638690948486;1994-08-01
1.2454807758331299;1994-09-01
1.269183874130249;1994-10-01
1.267953872680664;1994-11-01
1.2461140155792236;1994-12-01
1.2361600399017334;1995-01-01
1.2391488552093506;1995-02-01
1.2519240379333496;1995-03-01
1.30149507522583;1995-04-01
1.3233189582824707;1995-05-01
1.270920753479004;1995-06-01
1.252892017364502;1995-07-01
1.2594749927520752;1995-08-01
1.2496418952941895;1995-09-01
1.252274990081787;1995-10-01
1.2599098682403564;1995-11-01
1.2566180229187012;1995-12-01
1.2432336807250977;1996-01-01
1.2349801063537598;1996-02-01
1.2399730682373047;1996-03-01
1.2350618839263916;1996-04-01
1.2385408878326416;1996-05-01
1.2349989414215088;1996-06-01
1.2362890243530273;1996-07-01
1.2368700504302979;1996-08-01
1.2253689765930176;1996-09-01
1.2311420440673828;1996-10-01
1.2203700542449951;1996-11-01
1.2223920822143555;1996-12-01
1.2069571018218994;1997-01-01
1.2182080745697021;1997-02-01
1.2199969291687012;1997-03-01
1.217392921447754;1997-04-01
1.23427414894104;1997-05-01
1.2223279476165771;1997-06-01
1.2215569019317627;1997-07-01
1.2329719066619873;1997-08-01
1.207082986831665;1997-09-01
1.2081961631774902;1997-10-01
