2.6673290729522705;60
2.1122758388519287;61
2.1619861125946045;62
2.136519193649292;63
2.2572388648986816;64
2.296736001968384;65
2.224792003631592;66
2.1091418266296387;67
2.1626389026641846;68
2.2885208129882812;69
2.1110951900482178;70
2.120400905609131;71
2.137157917022705;72
2.1237518787384033;73
2.3505189418792725;74
2.161716938018799;75
2.2287206649780273;76
2.154493808746338;77
2.115385055541992;78
2.157853364944458;79
2.1089231967926025;80
2.100409984588623;81
2.1187870502471924;82
2.104177951812744;83
2.096266746520996;84
2.1406710147857666;85
2.1451539993286133;86
2.0939738750457764;87
2.0964810848236084;88
2.1367290019989014;89
2.10090708732605;90
2.0892739295959473;91
2.2050750255584717;92
2.151535987854004;93
2.2106518745422363;94
2.2009899616241455;95
2.118912935256958;96
2.1304872035980225;97
2.1657631397247314;98
2.0609238147735596;99
2.162824869155884;100
2.1104278564453125;101
2.0899500846862793;102
2.09366512298584;103
2.0502960681915283;104
2.048768997192383;105
2.0873830318450928;106
2.038443088531494;107
2.0387587547302246;108
2.0669469833374023;109
2.1481680870056152;110
2.179429054260254;111
2.0530848503112793;112
2.04427170753479;113
2.030397891998291;114
2.0379889011383057;115
2.0234320163726807;116
2.0374388694763184;117
2.0679337978363037;118
2.0590689182281494;119
2.0514371395111084;120
