2.146768093109131;1993-01-01;0.02;24
0.5757482051849365;1993-01-01;0.02;25
0.44307684898376465;1993-01-01;0.03;24
0.43318819999694824;1993-01-01;0.03;25
0.46577000617980957;1993-01-01;0.04;24
0.42492079734802246;1993-01-01;0.04;25
0.4331800937652588;1993-01-01;0.05;24
0.4396629333496094;1993-01-01;0.05;25
0.4289259910583496;1993-01-01;0.06;24
0.4328770637512207;1993-01-01;0.06;25
0.43290185928344727;1993-01-01;0.07;24
0.4529240131378174;1993-01-01;0.07;25
0.41392993927001953;1993-01-01;0.08;24
0.419450044631958;1993-01-01;0.08;25
0.39926910400390625;1993-01-01;0.09;24
0.41768908500671387;1993-01-01;0.09;25
0.4404411315917969;1994-01-01;0.02;24
0.4289531707763672;1994-01-01;0.02;25
0.4448277950286865;1994-01-01;0.03;24
0.43864989280700684;1994-01-01;0.03;25
0.44482922554016113;1994-01-01;0.04;24
0.4474222660064697;1994-01-01;0.04;25
0.44408392906188965;1994-01-01;0.05;24
0.44704508781433105;1994-01-01;0.05;25
0.4471161365509033;1994-01-01;0.06;24
0.45340418815612793;1994-01-01;0.06;25
0.44831204414367676;1994-01-01;0.07;24
0.6037299633026123;1994-01-01;0.07;25
0.449434757232666;1994-01-01;0.08;24
0.4334399700164795;1994-01-01;0.08;25
0.418212890625;1994-01-01;0.09;24
0.41648387908935547;1994-01-01;0.09;25
0.4634239673614502;1995-01-01;0.02;24
0.48377299308776855;1995-01-01;0.02;25
0.4432539939880371;1995-01-01;0.03;24
0.4449899196624756;1995-01-01;0.03;25
0.4543638229370117;1995-01-01;0.04;24
0.45453691482543945;1995-01-01;0.04;25
0.4533262252807617;1995-01-01;0.05;24
0.45763206481933594;1995-01-01;0.05;25
0.4543602466583252;1995-01-01;0.06;24
0.45795297622680664;1995-01-01;0.06;25
0.451901912689209;1995-01-01;0.07;24
0.4545779228210449;1995-01-01;0.07;25
0.44170618057250977;1995-01-01;0.08;24
0.44782590866088867;1995-01-01;0.08;25
0.42760586738586426;1995-01-01;0.09;24
0.4279031753540039;1995-01-01;0.09;25
0.42710304260253906;1996-01-01;0.02;24
0.42700695991516113;1996-01-01;0.02;25
0.43171024322509766;1996-01-01;0.03;24
0.4327561855316162;1996-01-01;0.03;25
0.4351630210876465;1996-01-01;0.04;24
0.4385550022125244;1996-01-01;0.04;25
0.44065189361572266;1996-01-01;0.05;24
0.44718313217163086;1996-01-01;0.05;25
0.4444139003753662;1996-01-01;0.06;24
0.4445321559906006;1996-01-01;0.06;25
0.44016218185424805;1996-01-01;0.07;24
0.4402308464050293;1996-01-01;0.07;25
0.42887091636657715;1996-01-01;0.08;24
0.4252181053161621;1996-01-01;0.08;25
0.4107170104980469;1996-01-01;0.09;24
0.4219341278076172;1996-01-01;0.09;25
0.397629976272583;1997-01-01;0.02;24
0.3974289894104004;1997-01-01;0.02;25
0.40367913246154785;1997-01-01;0.03;24
0.42681193351745605;1997-01-01;0.03;25
0.6273510456085205;1997-01-01;0.04;24
0.44497108459472656;1997-01-01;0.04;25
0.5335700511932373;1997-01-01;0.05;24
0.44358396530151367;1997-01-01;0.05;25
0.46689891815185547;1997-01-01;0.06;24
1.3274481296539307;1997-01-01;0.06;25
0.4580111503601074;1997-01-01;0.07;24
0.4299788475036621;1997-01-01;0.07;25
0.4301760196685791;1997-01-01;0.08;24
0.41881799697875977;1997-01-01;0.08;25
0.39565205574035645;1997-01-01;0.09;24
0.39260196685791016;1997-01-01;0.09;25
